1;Feature;Angasa B Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.276111;0.096667
2;Feature;Equator Special School Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.313767;0.126172
3;Feature;Kamlag Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.340278;0.097222
4;Feature;Kongongo Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.196000;0.186990
5;Feature;Kowet Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.347955;0.139064
6;Feature;Kuwuo Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.408056;0.037778
7;Feature;Lowle Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.410278;0.147778
8;Feature;Ndori Water Point Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.365278;0.078611
9;Feature;Nina Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.345449;0.086107
10;Feature;Nyadheho Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.178889;0.188889
11;Feature;Nyakongo Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.305122;0.076083
12;Feature;Nyalula Primary School Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.195278;0.025556
13;Feature;Salala Water Point Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.220833;0.211944
14;Feature;Sikinga Kondiek Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.169444;0.173611
15;Feature;Skange Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.314444;0.139167
16;Feature;Udamayi Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.088889;0.074722
17;Feature;Uhuak Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.269722;0.114444
18;Feature;Ulafu Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.317500;0.071111
19;Feature;Umaje Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.314399;0.126167
20;Feature;Umuhula Pump;siaya.html;Learn more about pumps in Siaya County;Legend10;34.202778;0.231389
21;Feature;Wouwou Pump;;;Legend10;30.06236;06.16345
22;Feature;Mapuordit Pump;;;Legend10;30.04926;06.20546
23;Feature;Aruau Pump;;;Legend10;30.37549;06.39063
24;Feature;Kebek Pump;;;Legend10;29.43099;07.42717
25;Feature;Nekyeth Pump;;;Legend10;29.42789;07.41532
26;Feature;Maper-Nekyeth Pump;;;Legend10;29.42830;07.41222
27;Feature;Ajomdeng Pump;;;Legend10;29.43884;07.42091
28;Feature;Yeki Yeki Pump;;;Legend10;30.38228;06.23291
29;Feature;Pabur Pump;;;Legend10;30.36421;06.26024
30;Feature;Mai Bor Pump;;;Legend10;30.37741;06.27897
31;Feature;Ngot Loi Pump;;;Legend10;30.40013;06.38035
32;Feature;Mayen Akuilek Pump;;;Legend10;30.38663;06.38628
33;Feature;Panpep village Pump;;;Legend10;29.36869;07.35153
34;Feature;Halpiny Pump;;;Legend10;29.36893;07.37620
35;Feature;Duop/Metajuongbel village Pump;;;Legend10;29.47181;07.42526
36;Feature;Amethic village Pump;;;Legend10;29.42963;07.37078
37;Feature;Rual-Ajuot Pump;;;Legend10;29.42093;07.28374
38;Feature;Manyang /Panyang Pump;;;Legend10;29.43512;07.21554
39;Feature;Kal village Pump;;;Legend10;29.17889;07.15722
40;Feature;Tilliu village Pump;;;Legend10;29.25067;07.16802
41;Feature;Ngaweng village Pump;;;Legend10;29.23796;07.19641
42;Feature;Nguek-Arial Village Pump;;;Legend10;29.15194;06.57691
43;Feature;Rainhom village Pump;;;Legend10;30.21801;06.14971
44;Feature;Dhiot village Pump;;;Legend10;30.23297;06.17158
45;Feature;Muolyut village Pump;;;Legend10;30.23543;06.13730
46;Feature;Gung-anyier village Pump;;;Legend10;30.13752;06.05669
47;Feature;Turju village Pump;;;Legend10;30.18490;06.09381
