48;Feature;Ilual village 2 Pump;;;Legend10;30.13370;06.17204
49;Feature;Anuol Centre Pump;;;Legend10;30.22885;06.15362
50;Feature;Mageng village Pump;;;Legend10;30.20064;06.19167
51;Feature;Rongcol village Pump;;;Legend10;30.06139;07.00718
52;Feature;Tiengot village Pump;;;Legend10;29.42751;06.45681
53;Feature;Kotic village Pump;;;Legend10;29.43536;06.44964
54;Feature;Ramruel Pump;;;Legend10;30.39094;06.35996
55;Feature;Machuor Centre Pump;;;Legend10;30.26104;06.45205
56;Feature;Pul-Akon Pump;;;Legend10;30.39658;06.42459
57;Feature;Anguor / Aguor Pump;;;Legend10;30.35254;06.42939
58;Feature;Maboryau Pump;;;Legend10;30.38540;06.35759
59;Feature;Wardong Pump;;;Legend10;30.38529;06.37109
60;Feature;Boma Pump;;;Legend10;33.58134;06.12575 
61;Feature;Ziwani Pump;;;Legend10;39.3757;00.2934
62;Feature;Mathengeni Pump;;;Legend10;39.3811;00.2811
63;Feature;Gbafio 2 Pump;;;Legend10;18.57325;4.40586
64;Feature;Blantyre Pump;;;Legend10;35.02875;-15.77253
65;Feature;Bukabwa Pump;;;Legend10;34.121631;-1.418301
66;Feature;Nyankanga Pump;;;Legend10;33.91133;-1.597805
67;Feature;Kitasakwa Village Pump;;;Legend10;34.046577;-1.56858
68;Feature;Kerewan Pump;;;Legend10;-16.62619;13.37285
69;Feature;Massai Village 1 Pump;;;Legend10;37.274325;-2.720492
70;Feature;Musoma 2 School Pump;;;Legend10;34.3851;-1.34466
71;Feature;Musoma 3 Pump;;;Legend10;34.28205;-1.3306
72;Feature;Musoma 4 Pump;;;Legend10;34.28205;-1.3306
73;Feature;Kitenga Village Pump;;;Legend10;33.78536;-1.50204
74;Feature;Tingerime Pump;;;Legend10;34.121631;-1.418301
75;Feature;Bona Pump;;;Legend10;-3.99934;11.17416
76;Feature;Sissa Pump;;;Legend10;-4.04;11.4
77;Feature;Keur Omar Jawara Pump;;;Legend10;-16.329536;13.571786
78;Feature;Banjulinding Pump;;;Legend10;-16.656436;13.373147
79;Feature;Kinesi school Pump;;;Legend10;33.849907;-1.436655
80;Feature;Buturi School Pump;;;Legend10;34.005933;-1.418158
81;Feature;Ibasa Mbugani MVP Pump;;;Legend10;32.362994;-5.033012
82;Feature;Mbola Mbugani MVP Pump;;;Legend10;32.67334;-5.024599
83;Feature;Isenga Shuleni MVP Pump;;;Legend10;32.3827;-5.092022
84;Feature;Pulu Pump;;;Legend10;32.33369;-5.042568
85;Feature;Ukalwa 1 Pump;;;Legend10;32.362226;-4.573552
86;Feature;Ukalwa II Pump;;;Legend10;32.362226;-4.574838
87;Feature;Inonelwa Kiloleli Pump;;;Legend10;32.373558;-4.564658
88;Feature;Mpungu Magharibi Pump;;;Legend10;32.351835;-4.553292
89;Feature;Ibiri secondary school MVP Pump;;;Legend10;32.341066;-4.54596
90;Feature;Kalenge Pump;;;Legend10;-16.45956;13.17716
91;Feature;Kalenge North Pump;;;Legend10;-16.46037;13.17937
92;Feature;Mbola A Izenga Pump;;;Legend10;32.372448;-5.01228
93;Feature;Njawara school Pump;;;Legend10;-16.076358;13.573225
94;Feature;Lubango 1 Pump;;;Legend10;13.481258;-14.934014
95;Feature;Lubango 2 Pump;;;Legend10;13.518742;-14.923419
96;Feature;Lubango 3 Pump;;;Legend10;13.550483;-14.920828
97;Feature;Ya - school Pump;;;Legend10;-3.17288;11.38618
98;Feature;Nefrelaye Pump;;;Legend10;-4.03773;11.43485
99;Feature;Fina Pump;;;Legend10;-4.04413;11.56383
100;Feature;Peni school Pump;;;Legend10;-4.4706;10.9505
101;Feature;Mandinari Pump;;;Legend10;-16.602308;13.371917
102;Feature;Lang Sarr Pump;;;Legend10;-15.627197;13.585381
103;Feature;Ker Sait Cham Pump;;;Legend10;-16.35322;13.48615
104;Feature;Brikama Jamie Pump;;;Legend10;-13.837436;13.419125
105;Feature;Omorthoh Pump;;;Legend10;-16.52407;13.17078
106;Feature;Sare Bojo Pump;;;Legend10;-14.45251;13.29876
107;Feature;Sung Kunda school Pump;;;Legend10;-13.85176;13.37981
108;Feature;Fatoto health Centre Pump;;;Legend10;-13.89159;13.39989
109;Feature;Fatoto school Pump;;;Legend10;-13.891294;13.403389
110;Feature;Kanuma school Pump;;;Legend10;-16.505553;13.494386
111;Feature;Njawara School Pump;;;Legend10;-16.0765;13.573
112;Feature;Busura Health Centre Pump;;;Legend10;-16.62984;13.19399
113;Feature;Niamey school Pump;;;Legend10;2.112516;13.512668
114;Feature;Juba School 1 Pump;;;Legend10;31.5176;4.8644
115;Feature;Mambo 01 Tema Pump;;;Legend10;38.23851;-4.54168
116;Feature;Inonelwa Shuleni Pump;;;Legend10;32.63204;-4.95207
117;Feature;Sanex 001;;;Legend10;-16.45975;13.17774
118;Feature;Sanex 002;;;Legend10;-16.71215;13.27784
119;Feature;Sanex 004;;;Legend10;-14.21967;13.47112
120;Feature;Sanex 006;;;Legend10;-16.34406;13.50517
121;Feature;Sanex 007;;;Legend10;-16.75477;13.31014
122;Feature;Sanex 008;;;Legend10;-16.24834;13.50929
123;Feature;Sanex 009;;;Legend10;-16.04755;13.56187
124;Feature;Sanex 010;;;Legend10;-16.02267;13.56209
125;Feature;Sanex 011;;;Legend10;-16.73425;13.30604
126;Feature;Sanex 012;;;Legend10;-16.37506;13.56027
127;Feature;Sanex 013;;;Legend10;-16.47949;13.24529
128;Feature;Sanex 014;;;Legend10;-16.282733;13.523333
129;Feature;Sanex 015;;;Legend10;-16.491975;13.182881
130;Feature;Sanex 017;;;Legend10;-16.558392;13.279103
131;Feature;Sanex 018;;;Legend10;-16.583325;13.283436
132;Feature;Sanex 020;;;Legend10;-15.248117;13.556156
133;Feature;Sanex 021;;;Legend10;-15.239114;13.561919
134;Feature;Sanex 022;;;Legend10;-16.630761;13.190553
135;Feature;Sanex 023;;;Legend10;-16.305722;13.55195
136;Feature;Sanex 024;;;Legend10;-16.252661;13.588506
137;Feature;Sanex 025;;;Legend10;-16.358142;13.525583
138;Feature;Sanex 026;;;Legend10;-16.221039;13.578922
139;Feature;Sanex 027;;;Legend10;-16.323586;13.54025
140;Feature;Sanex 028;;;Legend10;-16.360283;13.585683
141;Feature;Sanex 029;;;Legend10;-16.241428;13.556547
142;Feature;Sanex 030;;;Legend10;-16.7114;13.404847
143;Feature;Sanex 032;;;Legend10;-16.55315;13.287664
144;Feature;Sanex 039;;;Legend10;-16.2795;13.5332
145;Feature;Sanex 048;;;Legend10;-16.00777;13.52407
146;Feature;Mbola Mbugani Pump;;;Legend10;32.825433;-5.147756
147;Feature;Ulimakafu Pump;;;Legend10;32.333801;-5.063252
148;Feature;Mahenge Pump;;;Legend10;32.323384;-5.110018
149;Feature;Mbiti Chini Pump;;;Legend10;32.330315;-4.594434
150;Feature;Mbola B Kichangani site Pump;;;Legend10;32.342908;-5.01336
151;Feature;Mbola B Songambele Pump;;;Legend10;32.353048;-4.594098
152;Feature;Mbola A Shuleni site Pump;;;Legend10;32.355384;-5.000701
153;Feature;Kategile A Pump;;;Legend10;32.361762;-4.571117
154;Feature;Kategile B Pump;;;Legend10;32.355695;-4.554599
155;Feature;Makunguwe Pump;;;Legend10;32.354394;-4.554433
156;Feature;Msimba Centre B Pump;;;Legend10;32.334365;-4.5458
157;Feature;Mienda B Pump;;;Legend10;32.3138;-4.553299
158;Feature;Mienda A Pump;;;Legend10;32.321688;-4.545664
159;Feature;Itanana Pump;;;Legend10;32.313047;-4.551511
160;Feature;Migombani Pump;;;Legend10;32.37303;-4.573552
161;Feature;Madala Pump;;;Legend10;38.12510;-4.33947 
162;Feature;Masereka Primary School Pump 1;;;Legend10;38.24204;-4.54948
163;Feature;Masereka Primary School Pump 2;;;Legend10;38.14569;-4.33005 
164;Feature;Kerenge Pump;;;Legend10;38.22389;-4.53880 
165;Feature;Nkukai Pump;;;Legend10;38.227833;-4.523867
166;Feature;Kidundai Pump;;;Legend10;38.209667;-4.521667
167;Feature;Tema Pump;;;Legend10;38.21365;-4.529117
168;Feature;Mambo Mbwai Pump;;;Legend10;38.212017;-4.51245
169;Feature;Mambo-Ziwai Pump;;;Legend10;38.21935;-4.5073
170;Feature;Kichilui Pump;;;Legend10;38.224083;-4.538283
171;Feature;Kibaoni Pump;;;Legend10;38.23338;-4.53796
